은평구,갈현제1동,1138055100,1138010400,26315,26023,25892,25974,25591,25191,24536,23396,22077,17151,14644,yes,연신내,0
은평구,갈현제2동,1138055200,1138010400,29351,29942,30309,30930,30907,30692,30150,29239,28547,28176,27714,yes,연신내,0
은평구,구산동,1138056000,1138010500,33804,33646,34330,34302,33819,34132,33804,32997,32464,32020,31663,yes,구산,0
은평구,대조동,1138057000,1138010600,32449,32892,33327,33485,33362,32608,27910,27579,27204,26862,27758,yes,불광,0
은평구,응암제1동,1138058000,1138010700,32745,32588,32806,27790,26400,26185,25654,31265,33287,33279,32969,no,-1,-1
은평구,응암제2동,1138059000,1138010700,26769,25370,23264,19972,21712,21086,25466,27776,28107,28016,27544,no,-1,-1
은평구,응암제3동,1138060000,1138010700,27795,27623,27254,27152,26639,26417,26081,25553,24637,24313,23822,no,-1,-1
은평구,신사제1동,1138063100,1138010900,28492,28319,28541,28410,28169,28926,28570,27776,27231,26984,26688,yes,압구정,0
은평구,신사제2동,1138063200,1138010900,22678,22288,22193,22255,22210,22247,21875,20945,20330,19497,19101,yes,압구정,0
은평구,증산동,1138064000,1138011000,20815,20496,19978,19422,16924,16412,16172,15487,15034,18647,18415,yes,증산,0
은평구,수색동,1138065000,1138010100,19277,18780,16723,16048,13830,11266,8952,11258,12752,13210,20560,yes,디지털미디어시티,1
은평구,진관동,1138069000,1138011400,51666,51981,53613,53811,55569,56487,58006,57256,56012,55034,54607,yes,구파발,0
은평구,역촌동,1138062500,1138010800,49796,49420,49903,50604,50453,49617,48490,46939,45752,44984,44207,no,-1,-1
서대문구,천연동,1141052000,1141010500,20413,20278,20114,19915,19365,19044,18704,18049,17359,17031,16789,yes,독립문,0
서대문구,홍제제1동,1141062000,1141011100,26991,26592,24438,24982,24422,23123,24997,24604,23929,24674,24959,yes,홍제,0
서대문구,홍제제2동,1141065500,1141011100,15745,15540,15446,15247,15009,14934,14570,14334,13801,13433,13281,yes,홍제,0
